employee_id,leave_record_type,leave_status_name,leave_type_code,leave_type_name,leave_reason_name,leave_start_date,leave_end_date,leave_hours,calendar_days,quality_flag,leave_family,rostered_shifts_in_leave,rostered_hours_in_leave,unit_of_shifts,shift_categories,position_name,rate_grouping,role_class,occupational_group,employee_overall_job_type,agreement_family,contract_hours,fte,terms_of_employment_description,position_entry_end_date,primary_roster_unit,roster_window_start,roster_window_end,al_remaining_hours,al_booked_hours,al_excess_flag,starts_inside_roster_window,lead_days_from_2026_09_19,contract_ends_before_leave_ends
SYN008592,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-09,2027-09-19,228.0,42,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,16.0,0.211,"ANF - RN, EN(MH) IND AGR",,SU0021,2026-06-09,2026-10-08,51.567197,0.0,0,false,324,
SYN001419,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-09,2027-08-15,30.06,7,OK,ANNUAL,0,,,,Psychiatry Resident Medical Officer,RESIDENT MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2026-12-13,SU0072,2026-05-18,2026-09-18,124.194498,0.0,0,false,324,true
SYN001470,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-09,2027-08-11,22.8,3,OK,ANNUAL,0,,,,Senior Medical Registrar,SENIOR REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-02-14,SU0274,2026-06-29,2026-10-29,0.0,158.825274,0,false,324,true
SYN000221,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-09,2027-08-15,20.0,7,OK,ANNUAL,0,,,,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,45.6,0.6,ENROLLED NURSES AND NURSING ASSISTS AGMT,2050-01-21,SU0329,2026-07-24,2026-10-04,219.88162799999998,145.249171,0,false,324,false
SYN007521,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2027-08-09,2027-08-09,7.4,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Clinical Psychologist,CLINICAL PSYCHOLOGIST (HSU),ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0354,2026-06-29,2026-10-30,264.3888,68.4,0,false,324,
SYN007266,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-09,2027-09-03,152.0,26,OK,ANNUAL,0,,,,Podiatrist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,,SU0323,2026-06-22,2026-10-23,136.128496,0.0,0,false,324,
SYN001771,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2027-08-10,2027-08-13,20.0,4,OK,PROF_DEV_STUDY,0,,,,Pharmacist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,2027-05-31,SU0329,2026-05-18,2026-09-03,75.1944,190.0,0,false,325,true
SYN008657,Booked Leave,Future,OS,OVERSEAS PROF DEV LVE,OVERSEAS PROF DEV LEAVE,2027-08-10,2027-08-16,14.0,7,OK,PROF_DEV_STUDY,0,,,,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,FIXED TERM,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",2027-02-14,SU0332,2026-06-08,2026-10-09,206.86589999999998,0.0,0,false,325,true
SYN001470,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-12,2027-08-13,8.0,2,OK,ANNUAL,0,,,,Senior Medical Registrar,SENIOR REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-02-14,SU0274,2026-06-29,2026-10-29,0.0,158.825274,0,false,327,true
SYN004876,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2027-08-14,2027-09-09,117.79,27,OK,LONG_SERVICE,0,,,,Medical Imaging Technologist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,38.0,0.5,HSUWA PACTS IND AGMT,,SU0339,2026-06-01,2026-09-06,266.04664199999996,157.432254,0,false,329,
SYN000978,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2027-08-16,2027-09-03,104.5,19,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Senior Medical Registrar,SENIOR REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-02-14,SU0274,2026-06-29,2026-10-30,239.676997,0.0,0,false,331,true
SYN002199,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-16,2027-09-05,114.0,21,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,56.0,0.737,"ANF - RN, EN(MH) IND AGR",,SU0374,2026-07-13,2026-11-13,47.8112,18.2848,0,false,331,
SYN005819,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2027-08-16,2027-08-29,72.0,14,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,PERMANENT,UWU_EN_AIN,40.0,0.526,EN NSE & NUR ASS (76),2026-09-27,SU0374,2026-06-22,2026-10-23,,,,false,331,true
SYN002696,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-16,2027-09-19,125.02,35,OK,ANNUAL,0,,,,Medical Officer,GENERAL SURGEON,MED_SENIOR,MEDICAL,PERMANENT,AMA,32.0,0.4,MED GENERAL SURGEON(80HR),,SU0033,2026-06-17,2026-10-08,0.0,154.848337,0,false,331,
SYN001466,Booked Leave,Future,TO,TOIL OVERTIME,TIME IN LIEU OF O/TIME,2027-08-16,2027-09-05,60.0,21,OK,ADO_TOIL_ONCALL,0,,,,Radiology Senior Medical Registrar,SENIOR REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-01-10,SU0094,2026-05-25,2026-08-28,375.13469299999997,0.0,0,false,331,true
SYN005490,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE HALF PAY,2027-08-16,2027-08-29,75.98,14,OK,ANNUAL,0,,,,Physiotherapist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0374,2026-07-13,2026-11-12,648.778928,37.998063,1,false,331,
SYN001419,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2027-08-16,2027-08-27,60.0,12,OK,PROF_DEV_STUDY,0,,,,Psychiatry Resident Medical Officer,RESIDENT MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2026-12-13,SU0072,2026-05-18,2026-09-18,124.194498,0.0,0,false,331,true
SYN006876,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2027-08-16,2027-09-24,228.0,40,OK,LONG_SERVICE,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,56.0,0.737,"ANF - RN, EN(MH) IND AGR",,SU0322,2026-06-15,2026-09-20,14.8209,0.0,0,false,331,
SYN008860,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE HALF PAY,2027-08-16,2027-09-19,186.58,35,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2027-08-20,SU0313,2026-05-18,2026-09-18,116.2588,0.0,0,false,331,true
SYN003137,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-16,2027-09-03,114.0,19,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",2026-10-27,SU0275,2026-05-18,2026-09-18,121.719697,0.0,0,false,331,true
SYN007800,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-16,2027-09-19,94.94,35,OK,ANNUAL,0,,,,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,CASUAL,UWU_EN_AIN,0.0,0.0,EN NSE & NUR ASS (76),2027-05-16,SU0407,2026-06-05,2026-10-01,36.012154,2.752045,0,false,331,true
SYN003516,Booked Leave,Future,AD,ACCRUED DAY OFF,ADO,2027-08-17,2027-08-17,8.0,1,OK,ADO_TOIL_ONCALL,0,,,,Gastroenterology Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,PERMANENT,AMA,56.0,0.7,MED PRAC (SNR FT) IND AGR,,SU0021,2026-06-22,2026-10-23,128.0,0.0,1,false,332,
SYN007525,Booked Leave,Future,AD,ACCRUED DAY OFF,ADO,2027-08-18,2027-08-29,60.8,12,OK,ADO_TOIL_ONCALL,0,,,,Physiotherapist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0275,2026-07-06,2026-11-06,,,,false,333,
SYN008213,Booked Leave,Future,OS,OVERSEAS PROF DEV LVE,OVERSEAS PROF DEV LEAVE,2027-08-18,2027-08-23,8.0,6,OK,PROF_DEV_STUDY,0,,,,Registered Nurse,SENIOR REGISTERED NURSE L3,NURSE_SENIOR,NURSING,PERMANENT,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",,SU0332,2026-06-15,2026-10-14,128.497,60.8,0,false,333,
SYN004293,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2027-08-18,2027-08-29,80.0,12,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,PERMANENT,UWU_EN_AIN,76.0,1.0,EN NSE & NUR ASS (76),,SU0053,2026-07-13,2026-11-13,556.976487,0.0,1,false,333,
SYN001708,Booked Leave,Future,LL,ANN LVE IN LIEU L LDG,AL IN LIEU OF LVE LDG,2027-08-19,2027-08-29,53.14,11,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,76.0,1.0,"ANF - RN, EN(MH) IND AGR",,SU0137,2026-07-06,2026-10-22,30.231594,28.372205,0,false,334,
SYN007383,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2027-08-19,2027-08-19,10.0,1,OK,LONG_SERVICE,0,,,,Pharmacist,HSU GEN DIV L4,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,,SU0376,2026-07-02,2026-10-30,224.053865,86.081532,0,false,334,
SYN003261,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2027-08-20,2027-08-20,7.6,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Pharmacy Technician,HSU GEN DIV L3,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0374,2026-07-07,2026-11-06,157.316865,64.90773,0,false,335,
SYN004112,Booked Leave,Future,LS,LONG SERVICE LEAVE,LSL HALF PAY,2027-08-20,2027-08-20,7.59,1,OK,LONG_SERVICE,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,76.0,1.0,"ANF - RN, EN(MH) IND AGR",2027-01-04,SU0013,2026-07-13,2026-11-13,71.355998,0.0,0,false,335,true
SYN000988,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2027-08-20,2027-08-20,8.0,1,OK,LONG_SERVICE,0,,,,Medical Officer,SUPERVISED MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-11-28,SU0407,2026-07-13,2026-10-23,21.4137,0.0,0,false,335,false
SYN004429,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-23,2027-09-27,149.99,36,OK,ANNUAL,0,,,,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,PERMANENT,UWU_EN_AIN,76.0,1.0,EN NSE & NUR ASS (76),,SU0417,2026-06-01,2026-09-28,322.659215,59.985678,1,false,338,
SYN008292,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-23,2027-09-19,59.97,28,OK,ANNUAL,0,,,,Rehabilitation Assistance Clinician,HSU GEN DIV L2,SUPPORT_OTHER,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,,SU0279,2026-06-22,2026-10-17,111.506999,0.0,0,false,338,
SYN003405,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-23,2027-09-19,119.97,28,OK,ANNUAL,0,,,,Registered Nurse,SENIOR REGISTERED NURSE L3,NURSE_SENIOR,NURSING,PERMANENT,ANF,60.8,0.8,"ANF - RN, EN(MH) IND AGR",,SU0038,2026-06-06,2026-09-29,43.490698,0.0,0,false,338,
SYN001518,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-23,2027-09-12,113.99,21,OK,ANNUAL,0,,,,Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-02-07,SU0041,2026-06-22,2026-10-23,66.1828,12.0,1,false,338,true
SYN005655,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2027-08-24,2027-08-30,40.0,7,OK,PROF_DEV_STUDY,0,,,,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,PERMANENT,UWU_EN_AIN,32.0,0.421,EN NSE & NUR ASS (76),,SU0383,2026-05-19,2026-09-18,74.867727,44.308571,0,false,339,
SYN009143,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-25,2027-08-31,25.0,7,OK,ANNUAL,0,,,,Psychiatry Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRAC (SNR FT) IND AGR,2028-12-01,SU0383,2026-07-06,2026-11-07,96.851799,0.0,0,false,340,false
SYN006377,Booked Leave,Future,LS,LONG SERVICE LEAVE,LSL HALF PAY,2027-08-30,2028-02-27,756.38,182,OK,LONG_SERVICE,0,,,,Medical Imaging Technologist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0383,2026-07-14,2026-11-11,176.6164,0.0,0,false,345,
SYN005819,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2027-08-30,2027-09-26,144.0,28,OK,UNPAID,0,,,,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,PERMANENT,UWU_EN_AIN,40.0,0.526,EN NSE & NUR ASS (76),2026-09-27,SU0374,2026-06-22,2026-10-23,,,,false,345,true
SYN000565,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2027-08-30,2028-02-13,864.0,168,OK,UNPAID,0,,,,Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,40.0,0.5,MED PRACT (DIT) IND AGR,2027-02-28,SU0325,2026-07-17,2026-11-13,8.0,0.0,0,false,345,true
SYN009531,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2027-08-30,2027-08-30,10.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,FIXED TERM,ANF,36.0,0.474,"ANF - RN, EN(MH) IND AGR",2027-02-07,SU0383,2026-05-18,2026-09-18,184.587497,0.0,0,false,345,true
SYN001664,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2027-08-30,2027-10-10,161.82,42,OK,LONG_SERVICE,0,,,,Respiratory Medicine Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,PERMANENT,AMA,24.0,0.3,MED PRAC (SNR FT) IND AGR,2026-11-29,SU0010,2026-06-29,2026-10-30,22.112791,146.536404,0,false,345,true
SYN005519,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-30,2027-09-12,60.8,14,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",,SU0355,2026-05-18,2026-09-18,9.333408,162.408988,0,false,345,
SYN001708,Booked Leave,Future,LL,ANN LVE IN LIEU L LDG,AL IN LIEU OF LVE LDG,2027-08-30,2027-09-03,37.99,5,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,76.0,1.0,"ANF - RN, EN(MH) IND AGR",,SU0137,2026-07-06,2026-10-22,30.231594,28.372205,0,false,345,
SYN006221,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2027-08-30,2027-08-30,10.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Social Worker,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2027-01-01,SU0421,2026-05-18,2026-09-18,302.632037,68.898956,1,false,345,true
SYN009531,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-31,2027-09-05,30.0,6,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,FIXED TERM,ANF,36.0,0.474,"ANF - RN, EN(MH) IND AGR",2027-02-07,SU0383,2026-05-18,2026-09-18,184.587497,0.0,0,false,346,true
SYN006221,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-08-31,2027-09-05,30.0,6,OK,ANNUAL,0,,,,Social Worker,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2027-01-01,SU0421,2026-05-18,2026-09-18,302.632037,68.898956,1,false,346,true
SYN007996,Booked Leave,Future,LL,ANN LVE IN LIEU L LDG,AL IN LIEU OF LVE LDG,2027-09-01,2027-09-01,7.6,1,OK,ANNUAL,0,,,,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,CASUAL,UWU_EN_AIN,0.0,0.0,EN NSE & NUR ASS (76),2027-07-04,SU0109,2026-06-22,2026-10-23,169.858898,0.0,0,false,347,true
SYN007383,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2027-09-02,2027-09-02,10.0,1,OK,LONG_SERVICE,0,,,,Pharmacist,HSU GEN DIV L4,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,,SU0376,2026-07-02,2026-10-30,224.053865,86.081532,0,false,348,
SYN009416,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-02,2027-09-13,60.8,12,OK,ANNUAL,0,,,,Technical Clinician,HSU GEN DIV L3,SUPPORT_OTHER,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2027-07-20,SU0021,2026-05-18,2026-09-18,0.0,131.778942,0,false,348,true
SYN004813,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-03,2027-10-03,152.32,31,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,60.0,0.789,"ANF - RN, EN(MH) IND AGR",,SU0090,2026-05-18,2026-09-14,92.641635,133.423564,0,false,349,
SYN000988,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2027-09-03,2027-09-03,8.0,1,OK,LONG_SERVICE,0,,,,Medical Officer,SUPERVISED MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-11-28,SU0407,2026-07-13,2026-10-23,21.4137,0.0,0,false,349,false
SYN000227,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-03,2027-09-06,15.2,4,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,40.0,0.526,ANF-RN MIDWIFE ENROLD MNTL HLTH NRSE AGMT,2027-02-14,SU0301,2026-06-01,2026-10-02,224.699299,0.0,0,false,349,true
SYN004112,Booked Leave,Future,LS,LONG SERVICE LEAVE,LSL HALF PAY,2027-09-03,2027-09-03,7.59,1,OK,LONG_SERVICE,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,76.0,1.0,"ANF - RN, EN(MH) IND AGR",2027-01-04,SU0013,2026-07-13,2026-11-13,71.355998,0.0,0,false,349,true
SYN005706,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-06,2027-09-17,68.4,12,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",2026-09-13,SU0034,2026-06-02,2026-10-02,69.407884,63.044513,0,false,352,true
SYN004707,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-06,2027-09-07,15.64,2,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,46.0,0.605,"ANF - RN, EN(MH) IND AGR",,SU0041,2026-06-29,2026-10-29,113.64746399999999,73.695933,0,false,352,
SYN005851,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-06,2027-10-17,227.75,42,OK,ANNUAL,0,,,,Medical Imaging Assistant,HSU GEN DIV L2,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,45.6,0.6,HSUWA PACTS IND AGMT,,SU0376,2026-05-18,2026-09-18,77.559399,0.0,0,false,352,
SYN008795,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-06,2027-09-26,114.0,21,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,FIXED TERM,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",2026-10-11,SU0045,2026-06-15,2026-10-14,62.4,64.0,0,false,352,true
SYN004603,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-06,2027-09-22,96.0,17,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",2026-11-15,SU0019,2026-06-02,2026-09-30,0.0,29.694384,0,false,352,true
SYN001462,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE HALF PAY,2027-09-06,2027-09-06,10.0,1,OK,ANNUAL,0,,,,Surgery Senior Medical Registrar,SENIOR REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-01-17,SU0065,2026-06-01,2026-09-04,26.356,0.0,0,false,352,true
SYN005009,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-06,2027-09-26,114.0,21,OK,ANNUAL,0,,,,Occupational Therapist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0384,2026-05-25,2026-09-25,275.757397,0.0,0,false,352,
SYN009531,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-06,2027-09-12,40.0,7,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,FIXED TERM,ANF,36.0,0.474,"ANF - RN, EN(MH) IND AGR",2027-02-07,SU0383,2026-05-18,2026-09-18,184.587497,0.0,0,false,352,true
SYN007819,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-06,2027-10-10,160.0,35,OK,ANNUAL,0,,,,Physiotherapist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,45.6,0.6,HSUWA PACTS IND AGMT,,SU0327,2026-06-24,2026-10-23,230.5916,0.0,0,false,352,
SYN007677,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2027-09-06,2027-09-12,40.0,7,OK,ANNUAL,0,,,,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,56.0,0.737,EN NSE & NUR ASS (76),2026-09-27,SU0327,2026-05-25,2026-09-23,58.094999,0.0,0,false,352,true
SYN002224,Booked Leave,Future,AD,ACCRUED DAY OFF,ADO,2027-09-06,2027-09-12,16.0,7,OK,ADO_TOIL_ONCALL,0,,,,Medical Imaging Technologist,HSU PROF DIV L3,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2026-12-20,SU0033,2026-06-29,2026-10-30,8.0,0.0,0,false,352,true
SYN006184,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2027-09-07,2027-09-10,40.0,4,OK,PROF_DEV_STUDY,0,,,,Pharmacy Technician,HSU GEN DIV L3,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0383,2026-07-14,2026-11-14,98.196699,0.0,0,false,353,
SYN003456,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2027-09-07,2027-09-10,30.0,4,OK,PROF_DEV_STUDY,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",,SU0383,2026-06-01,2026-10-04,250.808596,0.0,0,false,353,
